kind,role,stat,alpha,tau,importance,baseline_alpha,baseline_tau,baseline_importance,alpha_vs_role_mean,tau_vs_role_mean,importance_vs_role_mean,alpha_role_range,tau_role_range,importance_role_range
individual,top,total_heals_on_teammates,0.0739402174949646,0.9971705079078674,0.07415002584457397,0.013452894985675812,0.9884791374206543,0.013609690591692924,0.06429854035377502,0.009007811546325684,0.005320683121681213,0.1546356976032257,0.03945612907409668,0.023399848490953445
individual,top,damage_self_mitigated,-0.16762588918209076,0.8601370453834534,0.19488276541233063,-0.07710879296064377,0.8352737426757812,0.09231559187173843,-0.1006222665309906,0.029446780681610107,0.09830991923809052,0.20538431406021118,0.16086924076080322,0.1572325974702835
individual,top,total_damage_shielded_on_teammates,-0.11522185802459717,0.9748245477676392,0.11819753795862198,-0.1408521980047226,0.982895016670227,0.14330339431762695,0.020316198468208313,0.0014040470123291016,-0.02110021561384201,0.11162234842777252,0.031485021114349365,0.11562713235616684
individual,top,total_time_cc_dealt,-0.2218739092350006,0.9760814309120178,0.22731086611747742,-0.14530271291732788,0.9466286897659302,0.1534949392080307,-0.07977123558521271,0.008792459964752197,0.08049936592578888,0.1745755970478058,0.0233304500579834,0.1784949004650116
individual,top,total_damage_taken,-0.08472153544425964,0.7866853475570679,0.10769431293010712,-0.034452855587005615,0.7573330998420715,0.04549233987927437,-0.04335641860961914,0.038554370403289795,0.0236101895570755,0.13746458292007446,0.13354212045669556,0.06610062718391418
individual,top,total_time_spent_dead,-0.1947108954191208,0.7128626704216003,0.27313941717147827,-0.20706236362457275,0.697388231754303,0.29691118001937866,0.008743688464164734,0.01663529872894287,-0.020320355892181396,0.11469867825508118,0.07757532596588135,0.1883963644504547
individual,top,shutdown_bounty_collected,0.47713613510131836,0.8853431940078735,0.5389279127120972,0.4682656526565552,0.8626375794410706,0.5428301095962524,-0.008563220500946045,0.007683694362640381,-0.014890491962432861,0.046383678913116455,0.10005658864974976,0.05749225616455078
individual,top,shutdown_bounty_lost,0.24359498918056488,0.854694664478302,0.28500819206237793,0.2127332240343094,0.8968285918235779,0.2372061163187027,0.042418912053108215,-0.03272044658660889,0.05777871608734131,0.15102297067642212,0.07253086566925049,0.1768091917037964
individual,top,total_damage_to_champion,0.4008895754814148,0.6012085676193237,0.666806161403656,0.3633984923362732,0.6460339426994324,0.5625067949295044,0.030634671449661255,-0.04094851016998291,0.07646316289901733,0.09954589605331421,0.2868316173553467,0.26475951075553894
individual,jng,level,0.27951598167419434,0.357881098985672,0.7810302972793579,0.20572881400585175,0.4567846357822418,0.4503847062587738,0.07251748442649841,-0.09397932887077332,0.3049991726875305,0.11120139062404633,0.18164291977882385,0.42754507064819336
individual,jng,kills,0.6900135278701782,0.5191664695739746,1.329079508781433,0.6791264414787292,0.6058707237243652,1.1209098100662231,0.042022526264190674,-0.07434266805648804,0.16983425617218018,0.19134140014648438,0.38119903206825256,0.9766009449958801
individual,jng,deaths,-0.2314620316028595,0.5755997896194458,0.40212321281433105,-0.19701534509658813,0.6276264786720276,0.31390541791915894,-0.04239131510257721,-0.06743001937866211,0.10568410158157349,0.1176193356513977,0.10331004858016968,0.2267671674489975
individual,jng,assists,-0.18690377473831177,0.45920178294181824,0.40701884031295776,-0.17521139979362488,0.4824258089065552,0.3631882667541504,-0.019902929663658142,-0.013003379106521606,0.06510275602340698,0.2113242745399475,0.20318493247032166,0.36728912591934204
individual,jng,cs,0.5340359807014465,0.44826579093933105,1.1913378238677979,0.44290801882743835,0.5805552005767822,0.7629042267799377,0.1261121928691864,-0.06913197040557861,0.24653279781341553,0.22172686457633972,0.6847808361053467,0.8885394334793091
individual,jng,golds,0.5775889754295349,0.05375010147690773,10.745820999145508,0.5224908590316772,0.06034713238477707,8.658089637756348,0.035960257053375244,0.00025011226534843445,0.6229496002197266,0.06055647134780884,0.0004692003130912781,1.0814857482910156
individual,jng,vision_score,0.09600963443517685,0.6050795912742615,0.1586727350950241,0.07551779597997665,0.6135889291763306,0.12307555228471756,0.014841236174106598,-0.007792294025421143,0.023726508021354675,0.06626669317483902,0.25866320729255676,0.10237164795398712
individual,jng,solo_kills,0.2144450545310974,0.9582018852233887,0.2237994521856308,0.1965876668691635,0.9475368857383728,0.2074723094701767,0.005644738674163818,0.0027672648429870605,0.004353001713752747,0.10294423997402191,0.07159298658370972,0.12418492138385773
individual,jng,double_kills,0.3982532024383545,0.881625771522522,0.45172590017318726,0.35255396366119385,0.8995434641838074,0.3919254243373871,0.05234667658805847,-0.02277010679244995,0.0594516396522522,0.34233358502388,0.18242961168289185,0.4410766363143921
individual,jng,triple_kills,0.18045121431350708,0.9769837260246277,0.18470238149166107,0.24492736160755157,0.8606564402580261,0.2845820486545563,-0.017075568437576294,0.20150572061538696,-0.03956808149814606,0.33945176005363464,0.9235365390777588,0.29668498039245605
individual,jng,quadra_kills,0.04707106202840805,0.9883435368537903,0.04762621596455574,0.13025642931461334,0.895553469657898,0.1454479694366455,-0.04252905398607254,0.1900612711906433,-0.044930677860975266,0.2047378420829773,0.944420337677002,0.20757663249969482
individual,jng,penta_kills,0.13121789693832397,0.9706699252128601,0.13518281280994415,0.08377568423748016,0.9032468199729919,0.09274949133396149,0.0642676129937172,0.17623382806777954,0.05848787724971771,0.1289210468530655,0.9422874450683594,0.09231463074684143
individual,jng,gd_at_15,0.3977861702442169,0.8405156135559082,0.4732644557952881,0.369915634393692,0.8703050017356873,0.4250413775444031,0.030351489782333374,-0.03383761644363403,0.051663339138031006,0.07083705067634583,0.06044721603393555,0.1026308536529541
individual,jng,csd_at_15,0.35791015625,0.9208311438560486,0.38868165016174316,0.2856864035129547,0.9723870158195496,0.2937990725040436,0.08922988176345825,-0.03453546762466431,0.10378241539001465,0.26302751898765564,0.10118061304092407,0.29584258794784546
individual,jng,xpd_at_15,0.28068962693214417,0.902912437915802,0.3108713626861572,0.23523777723312378,0.9487665295600891,0.24794062972068787,0.06976515054702759,-0.037817955017089844,0.08501419425010681,0.15269358456134796,0.07572847604751587,0.18008176982402802
individual,jng,objectives_stolen,0.005044953897595406,0.9954866170883179,0.005067826714366674,-0.028032027184963226,1.0011276006698608,0.028000453487038612,0.03192351758480072,0.004370927810668945,-0.024069152772426605,0.06247731298208237,0.01271122694015503,0.05263450741767883
individual,jng,damage_dealt_to_buildings,0.2822386622428894,0.8053084015846252,0.3504727780818939,0.3858943283557892,0.7611752152442932,0.5069717168807983,-0.07636451721191406,0.06403470039367676,-0.1516273319721222,0.18824468553066254,0.243710458278656,0.4218105673789978
individual,jng,total_heal,0.22382932901382446,0.8183401226997375,0.2735162675380707,0.16131868958473206,0.8899275064468384,0.1812717169523239,0.0729229748249054,-0.05099755525588989,0.0968395471572876,0.1627107858657837,0.10977280139923096,0.20689524710178375
individual,jng,total_heals_on_teammates,0.05793143808841705,1.0030807256698608,0.057753514498472214,0.013452894985675812,0.9884791374206543,0.013609690591692924,0.04828976094722748,0.014918029308319092,-0.011075828224420547,0.1546356976032257,0.03945612907409668,0.023399848490953445
individual,jng,damage_self_mitigated,-0.029572881758213043,0.7854647040367126,0.03765017166733742,-0.07710879296064377,0.8352737426757812,0.09231559187173843,0.037430740892887115,-0.045225560665130615,-0.058922674506902695,0.20538431406021118,0.16086924076080322,0.1572325974702835
individual,jng,total_damage_shielded_on_teammates,-0.11486172676086426,0.9920300841331482,0.11578451842069626,-0.1408521980047226,0.982895016670227,0.14330339431762695,0.020676329731941223,0.018609583377838135,-0.02351323515176773,0.11162234842777252,0.031485021114349365,0.11562713235616684
individual,jng,total_time_cc_dealt,-0.13488884270191193,0.9537107944488525,0.14143578708171844,-0.14530271291732788,0.9466286897659302,0.1534949392080307,0.0072138309478759766,-0.013578176498413086,-0.005375713109970093,0.1745755970478058,0.0233304500579834,0.1784949004650116
individual,jng,total_damage_taken,0.05274304002523422,0.7380520105361938,0.07146249711513519,-0.034452855587005615,0.7573330998420715,0.04549233987927437,0.09410815685987473,-0.010078966617584229,-0.012621626257896423,0.13746458292007446,0.13354212045669556,0.06610062718391418
individual,jng,total_time_spent_dead,-0.25861668586730957,0.647124171257019,0.39963996410369873,-0.20706236362457275,0.697388231754303,0.29691118001937866,-0.05516210198402405,-0.04910320043563843,0.10618019104003906,0.11469867825508118,0.07757532596588135,0.1883963644504547
individual,jng,shutdown_bounty_collected,0.5025489330291748,0.8426088690757751,0.596420168876648,0.4682656526565552,0.8626375794410706,0.5428301095962524,0.0168495774269104,-0.03505063056945801,0.04260176420211792,0.046383678913116455,0.10005658864974976,0.05749225616455078
individual,jng,shutdown_bounty_lost,0.22722312808036804,0.8721405863761902,0.26053497195243835,0.2127332240343094,0.8968285918235779,0.2372061163187027,0.026047050952911377,-0.015274524688720703,0.03330549597740173,0.15102297067642212,0.07253086566925049,0.1768091917037964
individual,jng,total_damage_to_champion,0.41803041100502014,0.6077675819396973,0.6878129243850708,0.3633984923362732,0.6460339426994324,0.5625067949295044,0.0477755069732666,-0.034389495849609375,0.09746992588043213,0.09954589605331421,0.2868316173553467,0.26475951075553894
individual,mid,level,0.2006842941045761,0.5395240187644958,0.3719654381275177,0.20572881400585175,0.4567846357822418,0.4503847062587738,-0.006314203143119812,0.08766359090805054,-0.10406568646430969,0.11120139062404633,0.18164291977882385,0.42754507064819336
individual,mid,kills,0.627234935760498,0.5738299489021301,1.0930676460266113,0.6791264414787292,0.6058707237243652,1.1209098100662231,-0.020756065845489502,-0.01967918872833252,-0.0661776065826416,0.19134140014648438,0.38119903206825256,0.9766009449958801
individual,mid,deaths,-0.21240314841270447,0.6789098381996155,0.3128591477870941,-0.19701534509658813,0.6276264786720276,0.31390541791915894,-0.02333243191242218,0.03588002920150757,0.016420036554336548,0.1176193356513977,0.10331004858016968,0.2267671674489975
individual,mid,assists,-0.17625072598457336,0.4814883768558502,0.366053968667984,-0.17521139979362488,0.4824258089065552,0.3631882667541504,-0.009249880909919739,0.009283214807510376,0.024137884378433228,0.2113242745399475,0.20318493247032166,0.36728912591934204
individual,mid,cs,0.3971985876560211,0.37673279643058777,1.0543243885040283,0.44290801882743835,0.5805552005767822,0.7629042267799377,-0.010725200176239014,-0.1406649649143219,0.109519362449646,0.22172686457633972,0.6847808361053467,0.8885394334793091
individual,mid,golds,0.5202975273132324,0.05328090116381645,9.765178680419922,0.5224908590316772,0.06034713238477707,8.658089637756348,-0.021331191062927246,-0.00021908804774284363,-0.3576927185058594,0.06055647134780884,0.0004692003130912781,1.0814857482910156
individual,mid,vision_score,0.04316654056310654,0.6766477227210999,0.06379470229148865,0.07551779597997665,0.6135889291763306,0.12307555228471756,-0.038001857697963715,0.06377583742141724,-0.07115152478218079,0.06626669317483902,0.25866320729255676,0.10237164795398712
individual,mid,solo_kills,0.23761886358261108,0.9584531784057617,0.24791911244392395,0.1965876668691635,0.9475368857383728,0.2074723094701767,0.02881854772567749,0.0030185580253601074,0.0284726619720459,0.10294423997402191,0.07159298658370972,0.12418492138385773
individual,mid,double_kills,0.33162176609039307,0.9138013124465942,0.36290356516838074,0.35255396366119385,0.8995434641838074,0.3919254243373871,-0.014284759759902954,0.009405434131622314,-0.02937069535255432,0.34233358502388,0.18242961168289185,0.4410766363143921
individual,mid,triple_kills,0.22273793816566467,0.9751532077789307,0.22841326892375946,0.24492736160755157,0.8606564402580261,0.2845820486545563,0.0252111554145813,0.19967520236968994,0.0041428059339523315,0.33945176005363464,0.9235365390777588,0.29668498039245605
individual,mid,quadra_kills,0.10113856196403503,0.988572359085083,0.10230769962072372,0.13025642931461334,0.895553469657898,0.1454479694366455,0.011538445949554443,0.19029009342193604,0.009750805795192719,0.2047378420829773,0.944420337677002,0.20757663249969482
individual,mid,penta_kills,0.050999388098716736,0.979354202747345,0.052074506878852844,0.08377568423748016,0.9032468199729919,0.09274949133396149,-0.015950895845890045,0.1849181056022644,-0.024620428681373596,0.1289210468530655,0.9422874450683594,0.09231463074684143
individual,mid,gd_at_15,0.33814242482185364,0.8865376710891724,0.3814191222190857,0.369915634393692,0.8703050017356873,0.4250413775444031,-0.029292255640029907,0.012184441089630127,-0.04018199443817139,0.07083705067634583,0.06044721603393555,0.1026308536529541
individual,mid,csd_at_15,0.2602509558200836,0.9475626349449158,0.27465304732322693,0.2856864035129547,0.9723870158195496,0.2937990725040436,-0.00842931866645813,-0.007803976535797119,-0.010246187448501587,0.26302751898765564,0.10118061304092407,0.29584258794784546
individual,mid,xpd_at_15,0.18568477034568787,0.9571361541748047,0.19400037825107574,0.23523777723312378,0.9487665295600891,0.24794062972068787,-0.02523970603942871,0.016405761241912842,-0.03185679018497467,0.15269358456134796,0.07572847604751587,0.18008176982402802
individual,mid,objectives_stolen,-0.04155924916267395,0.9919173717498779,0.04189789295196533,-0.028032027184963226,1.0011276006698608,0.028000453487038612,-0.014680687338113785,0.0008016824722290039,0.012760912999510765,0.06247731298208237,0.01271122694015503,0.05263450741767883
individual,mid,damage_dealt_to_buildings,0.4273409843444824,0.6825928688049316,0.6260554194450378,0.3858943283557892,0.7611752152442932,0.5069717168807983,0.06873780488967896,-0.058680832386016846,0.12395530939102173,0.18824468553066254,0.243710458278656,0.4218105673789978
individual,mid,total_heal,0.1345704197883606,0.916547417640686,0.1468231976032257,0.16131868958473206,0.8899275064468384,0.1812717169523239,-0.01633593440055847,0.047209739685058594,-0.029853522777557373,0.1627107858657837,0.10977280139923096,0.20689524710178375
individual,mid,total_heals_on_teammates,-0.08069548010826111,0.9943578243255615,0.08115336298942566,0.013452894985675812,0.9884791374206543,0.013609690591692924,-0.09033715724945068,0.006195127964019775,0.012324020266532898,0.1546356976032257,0.03945612907409668,0.023399848490953445
individual,mid,damage_self_mitigated,-0.06558764725923538,0.8982800841331482,0.07301469892263412,-0.07710879296064377,0.8352737426757812,0.09231559187173843,0.0014159753918647766,0.06758981943130493,-0.023558147251605988,0.20538431406021118,0.16086924076080322,0.1572325974702835
individual,mid,total_damage_shielded_on_teammates,-0.1935950219631195,0.9633180499076843,0.20096687972545624,-0.1408521980047226,0.982895016670227,0.14330339431762695,-0.058056965470314026,-0.010102450847625732,0.06166912615299225,0.11162234842777252,0.031485021114349365,0.11562713235616684
individual,mid,total_time_cc_dealt,-0.14323054254055023,0.9770412445068359,0.14659620821475983,-0.14530271291732788,0.9466286897659302,0.1534949392080307,-0.001127868890762329,0.009752273559570312,-0.00021529197692871094,0.1745755970478058,0.0233304500579834,0.1784949004650116
individual,mid,total_damage_taken,-0.04597662761807442,0.8267188668251038,0.05561337620019913,-0.034452855587005615,0.7573330998420715,0.04549233987927437,-0.004611510783433914,0.07858788967132568,-0.02847074717283249,0.13746458292007446,0.13354212045669556,0.06610062718391418
individual,mid,total_time_spent_dead,-0.21965757012367249,0.7246994972229004,0.3031015992164612,-0.20706236362457275,0.697388231754303,0.29691118001937866,-0.016202986240386963,0.02847212553024292,0.009641826152801514,0.11469867825508118,0.07757532596588135,0.1883963644504547
individual,mid,shutdown_bounty_collected,0.46740609407424927,0.8577573895454407,0.5449164509773254,0.4682656526565552,0.8626375794410706,0.5428301095962524,-0.018293261528015137,-0.01990211009979248,-0.00890195369720459,0.046383678913116455,0.10005658864974976,0.05749225616455078
individual,mid,shutdown_bounty_lost,0.18899855017662048,0.8817093968391418,0.21435469388961792,0.2127332240343094,0.8968285918235779,0.2372061163187027,-0.012177526950836182,-0.005705714225769043,-0.012874782085418701,0.15102297067642212,0.07253086566925049,0.1768091917037964
individual,mid,total_damage_to_champion,0.31848451495170593,0.6265984177589417,0.5082753300666809,0.3633984923362732,0.6460339426994324,0.5625067949295044,-0.05177038908004761,-0.01555866003036499,-0.08206766843795776,0.09954589605331421,0.2868316173553467,0.26475951075553894
individual,adc,level,0.18893565237522125,0.4221135377883911,0.44759440422058105,0.20572881400585175,0.4567846357822418,0.4503847062587738,-0.01806284487247467,-0.0297468900680542,-0.028436720371246338,0.11120139062404633,0.18164291977882385,0.42754507064819336
individual,adc,kills,0.7244148850440979,0.44712647795677185,1.6201565265655518,0.6791264414787292,0.6058707237243652,1.1209098100662231,0.07642388343811035,-0.1463826596736908,0.46091127395629883,0.19134140014648438,0.38119903206825256,0.9766009449958801
individual,adc,deaths,-0.19628196954727173,0.6373047232627869,0.30798763036727905,-0.19701534509658813,0.6276264786720276,0.31390541791915894,-0.007211253046989441,-0.005725085735321045,0.011548519134521484,0.1176193356513977,0.10331004858016968,0.2267671674489975
individual,adc,assists,-0.2588169574737549,0.5149917602539062,0.5025652647018433,-0.17521139979362488,0.4824258089065552,0.3631882667541504,-0.09181611239910126,0.042786598205566406,0.16064918041229248,0.2113242745399475,0.20318493247032166,0.36728912591934204
individual,adc,cs,0.36440378427505493,0.3466285467147827,1.0512803792953491,0.44290801882743835,0.5805552005767822,0.7629042267799377,-0.0435200035572052,-0.17076921463012695,0.1064753532409668,0.22172686457633972,0.6847808361053467,0.8885394334793091
individual,adc,golds,0.5170325040817261,0.053499024361371994,9.664335250854492,0.5224908590316772,0.06034713238477707,8.658089637756348,-0.024596214294433594,-9.648501873016357e-07,-0.45853614807128906,0.06055647134780884,0.0004692003130912781,1.0814857482910156
individual,adc,vision_score,0.10943323373794556,0.7175785899162292,0.15250347554683685,0.07551779597997665,0.6135889291763306,0.12307555228471756,0.028264835476875305,0.10470670461654663,0.01755724847316742,0.06626669317483902,0.25866320729255676,0.10237164795398712
individual,adc,solo_kills,0.19380304217338562,0.9585480690002441,0.20218396186828613,0.1965876668691635,0.9475368857383728,0.2074723094701767,-0.014997273683547974,0.0031134486198425293,-0.01726248860359192,0.10294423997402191,0.07159298658370972,0.12418492138385773
individual,adc,double_kills,0.47300755977630615,0.8295393586158752,0.5702050924301147,0.35255396366119385,0.8995434641838074,0.3919254243373871,0.12710103392601013,-0.07485651969909668,0.1779308319091797,0.34233358502388,0.18242961168289185,0.4410766363143921
individual,adc,triple_kills,0.34393396973609924,0.9037869572639465,0.3805476129055023,0.24492736160755157,0.8606564402580261,0.2845820486545563,0.14640718698501587,0.1283089518547058,0.1562771499156952,0.33945176005363464,0.9235365390777588,0.29668498039245605
individual,adc,quadra_kills,0.205020934343338,0.9631253480911255,0.21287046372890472,0.13025642931461334,0.895553469657898,0.1454479694366455,0.11542081832885742,0.16484308242797852,0.12031356990337372,0.2047378420829773,0.944420337677002,0.20757663249969482
individual,adc,penta_kills,0.10409381985664368,0.9727103114128113,0.10701420158147812,0.08377568423748016,0.9032468199729919,0.09274949133396149,0.037143535912036896,0.1782742142677307,0.03031926602125168,0.1289210468530655,0.9422874450683594,0.09231463074684143
individual,adc,gd_at_15,0.40897947549819946,0.8449116945266724,0.4840499758720398,0.369915634393692,0.8703050017356873,0.4250413775444031,0.04154479503631592,-0.029441535472869873,0.062448859214782715,0.07083705067634583,0.06044721603393555,0.1026308536529541
individual,adc,csd_at_15,0.3209248483181,0.9421915411949158,0.34061530232429504,0.2856864035129547,0.9723870158195496,0.2937990725040436,0.05224457383155823,-0.01317507028579712,0.05571606755256653,0.26302751898765564,0.10118061304092407,0.29584258794784546
individual,adc,xpd_at_15,0.24267899990081787,0.9309123158454895,0.2606894373893738,0.23523777723312378,0.9487665295600891,0.24794062972068787,0.031754523515701294,-0.009818077087402344,0.034832268953323364,0.15269358456134796,0.07572847604751587,0.18008176982402802
individual,adc,objectives_stolen,-0.05743236094713211,0.9953213334083557,0.057702332735061646,-0.028032027184963226,1.0011276006698608,0.028000453487038612,-0.030553799122571945,0.004205644130706787,0.02856535278260708,0.06247731298208237,0.01271122694015503,0.05263450741767883
individual,adc,damage_dealt_to_buildings,0.43342429399490356,0.611850917339325,0.7083821892738342,0.3858943283557892,0.7611752152442932,0.5069717168807983,0.0748211145401001,-0.12942278385162354,0.20628207921981812,0.18824468553066254,0.243710458278656,0.4218105673789978
individual,adc,total_heal,0.16860619187355042,0.8076335787773132,0.20876570045948029,0.16131868958473206,0.8899275064468384,0.1812717169523239,0.017699837684631348,-0.06170409917831421,0.032088980078697205,0.1627107858657837,0.10977280139923096,0.20689524710178375
individual,adc,total_heals_on_teammates,-0.0652741938829422,0.9825798273086548,0.0664314404129982,0.013452894985675812,0.9884791374206543,0.013609690591692924,-0.07491587102413177,-0.005582869052886963,-0.0023979023098945618,0.1546356976032257,0.03945612907409668,0.023399848490953445
individual,adc,damage_self_mitigated,0.037758417427539825,0.737410843372345,0.05120404437184334,-0.07710879296064377,0.8352737426757812,0.09231559187173843,0.10476204007863998,-0.09327942132949829,-0.045368801802396774,0.20538431406021118,0.16086924076080322,0.1572325974702835
individual,adc,total_damage_shielded_on_teammates,-0.17203906178474426,0.9763849377632141,0.1762000322341919,-0.1408521980047226,0.982895016670227,0.14330339431762695,-0.03650100529193878,0.0029644370079040527,0.036902278661727905,0.11162234842777252,0.031485021114349365,0.11562713235616684
individual,adc,total_time_cc_dealt,-0.16322171688079834,0.9607003331184387,0.16989867389202118,-0.14530271291732788,0.9466286897659302,0.1534949392080307,-0.021119043231010437,-0.006588637828826904,0.02308717370033264,0.1745755970478058,0.0233304500579834,0.1784949004650116
individual,adc,total_damage_taken,-0.04450114816427231,0.6960220336914062,0.06393640488386154,-0.034452855587005615,0.7573330998420715,0.04549233987927437,-0.0031360313296318054,-0.052108943462371826,-0.020147718489170074,0.13746458292007446,0.13354212045669556,0.06610062718391418
individual,adc,total_time_spent_dead,-0.20036986470222473,0.7151613235473633,0.2801743447780609,-0.20706236362457275,0.697388231754303,0.29691118001937866,0.003084719181060791,0.01893395185470581,-0.013285428285598755,0.11469867825508118,0.07757532596588135,0.1883963644504547
individual,adc,shutdown_bounty_collected,0.46761584281921387,0.8599227666854858,0.5437881946563721,0.4682656526565552,0.8626375794410706,0.5428301095962524,-0.018083512783050537,-0.017736732959747314,-0.010030210018157959,0.046383678913116455,0.10005658864974976,0.05749225616455078
individual,adc,shutdown_bounty_lost,0.09752035140991211,0.9013054966926575,0.10819900035858154,0.2127332240343094,0.8968285918235779,0.2372061163187027,-0.10365572571754456,0.013890385627746582,-0.11903047561645508,0.15102297067642212,0.07253086566925049,0.1768091917037964
individual,adc,total_damage_to_champion,0.36230355501174927,0.5441895723342896,0.6657671928405762,0.3633984923362732,0.6460339426994324,0.5625067949295044,-0.007951349020004272,-0.09796750545501709,0.0754241943359375,0.09954589605331421,0.2868316173553467,0.26475951075553894
individual,sup,level,0.168314591050148,0.4761573374271393,0.35348522663116455,0.20572881400585175,0.4567846357822418,0.4503847062587738,-0.03868390619754791,0.02429690957069397,-0.12254589796066284,0.11120139062404633,0.18164291977882385,0.42754507064819336
individual,sup,kills,0.5330734848976135,0.8283255100250244,0.6435555815696716,0.6791264414787292,0.6058707237243652,1.1209098100662231,-0.11491751670837402,0.23481637239456177,-0.5156896710395813,0.19134140014648438,0.38119903206825256,0.9766009449958801
individual,sup,deaths,-0.11384269595146179,0.6492088437080383,0.17535604536533356,-0.19701534509658813,0.6276264786720276,0.31390541791915894,0.0752280205488205,0.00617903470993042,-0.12108306586742401,0.1176193356513977,0.10331004858016968,0.2267671674489975
individual,sup,assists,-0.047492675483226776,0.35107943415641785,0.13527615368366241,-0.17521139979362488,0.4824258089065552,0.3631882667541504,0.11950816959142685,-0.121125727891922,-0.20663993060588837,0.2113242745399475,0.20318493247032166,0.36728912591934204
